ID,age,sex,uwGzpctStr,wtGzpctStr,uwPTpctStr,wtPTpctStr,uwGPpctStr,wtGPpctStr,uwAllpctStr,wtAllpctStr,uwFrpctStr,wtFrpctStr,uwSidepctStr,wtSidepctStr,uwBackpctStr,wtBackpctStr
20,9,Female,0.333333333,0.328660436,0.166666667,0.167445483,0.166666667,0.168224299,0.222222222,0.21728972,0.333333333,0.334890966,0.166666667,0.164330218,0.166666667,0.168224299
21,9,Male,0.166666667,0.164330218,0.166666667,0.168224299,0.166666667,0.164330218,0.166666667,0.168224299,0.333333333,0.331775701,0.166666667,0.168224299,0,0
22,9,Female,0.166666667,0.164330218,0.5,0.496884735,0.333333333,0.332554517,0.333333333,0.330218069,0.666666667,0.668224299,0.333333333,0.332554517,0,0
24,9,Female,0,0,0.333333333,0.328660436,0.166666667,0.164330218,0.166666667,0.164330218,0.5,0.500778816,0,0,0,0
25,9,Female,0.166666667,0.164330218,0.25,0.328660436,0.25,0.219106957,0.222222222,0.237279335,0.666666667,0.723001038,0,0,0,0
26,9,Male,0.333333333,0.328660436,0.333333333,0.328660436,0.333333333,0.328660436,0.333333333,0.328660436,1,1,0,0,0,0
27,9,Male,0.5,0.496884735,0.333333333,0.328660436,0.5,0.496884735,0.444444444,0.43847352,1,1,0.333333333,0.331775701,0,0
28,9,Female,0,0,0.333333333,0.328660436,0.333333333,0.328660436,0.222222222,0.219626168,0.666666667,0.665109034,0,0,0,0
29,9,Male,0.166666667,0.164330218,0.333333333,0.328660436,0.2,0.328660436,0.235294118,0.274143302,0.8,0.832554517,0,0,0,0
30,9,Male,0.166666667,0.164330218,0.166666667,0.164330218,0.333333333,0.328660436,0.222222222,0.219626168,0.666666667,0.664330218,0,0,0,0
31,9,Male,0.333333333,0.332554517,0.166666667,0.164330218,0.333333333,0.328660436,0.277777778,0.276479751,0.666666667,0.664330218,0.166666667,0.167445483,0,0
32,9,Female,0,0,0,0,0.166666667,0.164330218,0.055555556,0.05529595,0.166666667,0.164330218,0,0,0,0
35,9,Female,0.166666667,0.167445483,0.166666667,0.164330218,0.166666667,0.168224299,0.166666667,0.163551402,0.166666667,0.168224299,0.166666667,0.164330218,0.166666667,0.167445483
36,9,Male,0,0,0,0,0.166666667,0.168224299,0.055555556,0.052959502,0,0,0.166666667,0.164330218,0,0
37,9,Male,0,0,0.166666667,0.164330218,0,0,0.055555556,0.054517134,0.166666667,0.168224299,0,0,0,0
38,9,Male,0.166666667,0.164330218,0.333333333,0.328660436,0.5,0.496884735,0.333333333,0.327102804,0.833333333,0.832554517,0.166666667,0.164330218,0,0
39,9,Female,0.285714286,0.224299065,0.2,0.336448598,0.333333333,0.332554517,0.277777778,0.300882658,0.166666667,0.164330218,0.666666667,0.72403946,0,0
40,9,Female,0,0,0.166666667,0.164330218,0.5,0.496884735,0.222222222,0.218068536,0.5,0.496884735,0.166666667,0.164330218,0,0
41,9,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,9,Female,0.333333333,0.332554517,0,0,0.5,0.5,0.277777778,0.275700935,0.333333333,0.331775701,0.285714286,0.331775701,0.2,0.164330218
1,10,Female,0.333333333,0.332147937,0.5,0.498577525,0.5,0.497866287,0.444444444,0.441678521,0.666666667,0.664295875,0.666666667,0.667852063,0,0
2,10,Male,0,0,0.166666667,0.16571835,0.5,0.498577525,0.222222222,0.221194879,0.333333333,0.335704125,0.333333333,0.332147937,0,0
3,10,Male,0,0,0.166666667,0.166429587,0.333333333,0.332859175,0.166666667,0.165007112,0.5,0.5,0,0,0,0
4,10,Female,0.5,0.500711238,0.666666667,0.664295875,0.666666667,0.664295875,0.611111111,0.608819346,1,1,0.666666667,0.664295875,0.166666667,0.167852063
5,10,Female,0.166666667,0.166429587,0,0,0.333333333,0.332147937,0.157894737,0.167852063,0.333333333,0.335704125,0.166666667,0.167852063,0,0
6,10,Male,0.428571429,0.332859175,0.25,0.332859175,0.142857143,0.166429587,0.277777778,0.277382646,0.833333333,0.832147937,0,0,0,0
7,10,Male,0.333333333,0.332859175,0.166666667,0.166429587,0.333333333,0.332859175,0.277777778,0.278805121,0.833333333,0.835704125,0,0,0,0
8,10,Male,0.5,0.498577525,0.333333333,0.332859175,0.333333333,0.332147937,0.388888889,0.388335704,0.833333333,0.832147937,0.333333333,0.335704125,0,0
9,10,Male,0,0,0.333333333,0.332859175,0.166666667,0.166429587,0.166666667,0.163584637,0.5,0.496443812,0,0,0,0
10,10,Male,0.333333333,0.332147937,0.666666667,0.666429587,0.166666667,0.166429587,0.388888889,0.386201991,0.666666667,0.664295875,0.333333333,0.332147937,0.166666667,0.164295875
12,10,Male,0.5,0.498577525,0.5,0.498577525,0.333333333,0.332147937,0.444444444,0.443100996,0.833333333,0.832147937,0.5,0.5,0,0
15,10,Female,0.166666667,0.166429587,0.5,0.498577525,0.333333333,0.332859175,0.333333333,0.330725462,0.833333333,0.832147937,0.166666667,0.164295875,0,0
16,10,Male,0.333333333,0.332147937,0.166666667,0.16571835,0.166666667,0.166429587,0.222222222,0.222617354,0.333333333,0.335704125,0.333333333,0.332147937,0,0
17,10,Female,0,0,0.333333333,0.332859175,0.333333333,0.332859175,0.222222222,0.219061166,0.666666667,0.664295875,0,0,0,0
19,10,Female,0.166666667,0.166429587,0.5,0.498577525,0.166666667,0.166429587,0.277777778,0.275248933,0.666666667,0.664295875,0.166666667,0.164295875,0,0
20,10,Female,0.333333333,0.332859175,0.5,0.498577525,0.666666667,0.666429587,0.5,0.5,1,1,0.333333333,0.332147937,0.166666667,0.167852063
22,10,Female,0.333333333,0.332859175,0.333333333,0.332859175,0.166666667,0.166429587,0.277777778,0.277382646,0.833333333,0.832147937,0,0,0,0
23,10,Female,0.166666667,0.166429587,0.166666667,0.166429587,0.333333333,0.33428165,0.222222222,0.223328592,0.5,0.5,0,0,0.166666667,0.167852063
24,10,Female,0.333333333,0.332859175,0.666666667,0.664295875,0.333333333,0.332859175,0.444444444,0.442389758,1,1,0.333333333,0.32859175,0,0
25,10,Female,0.5,0.498577525,0.333333333,0.332147937,0.166666667,0.166429587,0.333333333,0.333570413,0.666666667,0.667852063,0.333333333,0.332147937,0,0
26,10,Male,0.166666667,0.166429587,0.333333333,0.332859175,0.333333333,0.332859175,0.277777778,0.275960171,0.833333333,0.832147937,0,0,0,0
27,10,Male,0.166666667,0.166429587,0.166666667,0.166429587,0.333333333,0.332859175,0.222222222,0.221906117,0.666666667,0.667852063,0,0,0,0
28,10,Female,0.333333333,0.332859175,0.166666667,0.166429587,0.666666667,0.664295875,0.388888889,0.389758179,0.833333333,0.835704125,0.333333333,0.335704125,0,0
29,10,Male,0.333333333,0.332859175,0.166666667,0.166429587,0.666666667,0.664295875,0.388888889,0.389758179,0.833333333,0.835704125,0.333333333,0.335704125,0,0
30,10,Male,0,0,0.166666667,0.166429587,0.166666667,0.166429587,0.111111111,0.109530583,0.333333333,0.332147937,0,0,0,0
31,10,Male,0,0,0.5,0.498577525,0.333333333,0.332147937,0.277777778,0.273826458,0.5,0.496443812,0.333333333,0.332147937,0,0
32,10,Female,0.333333333,0.332859175,0.166666667,0.166429587,0.333333333,0.332859175,0.277777778,0.278805121,0.833333333,0.835704125,0,0,0,0
35,10,Female,0.166666667,0.166429587,0.428571429,0.443338075,0,0,0.222222222,0.201517307,0.5,0.496443812,0.166666667,0.109530583,0,0
36,10,Male,0,0,0.166666667,0.16571835,0,0,0.055555556,0.054765292,0,0,0.166666667,0.164295875,0,0
37,10,Male,0,0,0.166666667,0.166429587,0.333333333,0.332147937,0.166666667,0.165007112,0.333333333,0.332147937,0.166666667,0.167852063,0,0
38,10,Male,0,0,0.166666667,0.166429587,0.166666667,0.166429587,0.111111111,0.109530583,0.333333333,0.332147937,0,0,0,0
39,10,Female,0.333333333,0.332147937,0.4,0.33428165,0.285714286,0.332859175,0.333333333,0.332859175,0.666666667,0.667852063,0.2,0.167852063,0.142857143,0.164295875
40,10,Female,0.333333333,0.332859175,0.6,0.664295875,0.142857143,0.166429587,0.333333333,0.386913229,0.833333333,0.832147937,0.2,0.32859175,0,0
41,10,Female,0.285714286,0.221906117,0,0,0.166666667,0.166429587,0.166666667,0.131341868,0.5,0.391654813,0,0,0,0
43,10,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,10,Female,0.333333333,0.332859175,0.5,0.497866287,0.166666667,0.166429587,0.333333333,0.332859175,0.666666667,0.667852063,0.333333333,0.32859175,0,0
45,10,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,10,Male,0.5,0.498577525,0.666666667,0.664295875,0.571428571,0.553816975,0.578947368,0.571834993,1,1,0.714285714,0.720246562,0,0
48,10,Male,0.333333333,0.332859175,0.5,0.500711238,0.166666667,0.166429587,0.333333333,0.332859175,0.833333333,0.832147937,0,0,0.166666667,0.164295875
1,11,Female,0.166666667,0.165935673,0.333333333,0.332602339,0.333333333,0.331871345,0.277777778,0.276315789,0.666666667,0.666666667,0.166666667,0.165935673,0,0
2,11,Male,0.333333333,0.332602339,0.166666667,0.165935673,0.333333333,0.332602339,0.277777778,0.276399332,0.5,0.5,0.333333333,0.334064327,0,0
3,11,Male,0.333333333,0.332602339,0.375,0.415204678,0.5,0.331871345,0.388888889,0.36001462,0.833333333,0.832602339,0.333333333,0.250365497,0,0
5,11,Female,0,0,0,0,0.5,0.498538012,0.166666667,0.163826232,0.333333333,0.333333333,0.166666667,0.166666667,0,0
6,11,Male,0.166666667,0.165935673,0.333333333,0.332602339,0.5,0.498538012,0.333333333,0.331954887,0.666666667,0.666666667,0.333333333,0.332602339,0,0
7,11,Male,0.333333333,0.332602339,0.166666667,0.165935673,0.5,0.498538012,0.333333333,0.330492899,0.666666667,0.666666667,0.333333333,0.334064327,0,0
8,11,Male,0.166666667,0.165935673,0.333333333,0.332602339,0.5,0.498538012,0.333333333,0.331954887,0.666666667,0.666666667,0.333333333,0.332602339,0,0
9,11,Male,0.333333333,0.331871345,0,0,0.714285714,0.721491228,0.388888889,0.349916458,0.666666667,0.668128655,0.333333333,0.222222222,0.166666667,0.166666667
10,11,Male,0,0,0.166666667,0.165935673,0.166666667,0.165935673,0.111111111,0.111111111,0.333333333,0.332602339,0,0,0,0
11,11,Female,0,0,0.428571429,0.442982456,0.5,0.498538012,0.333333333,0.315385686,0.666666667,0.665204678,0.333333333,0.277290448,0,0
12,11,Male,0.166666667,0.165935673,0.5,0.498538012,0.333333333,0.331871345,0.333333333,0.333333333,0.833333333,0.832602339,0.166666667,0.165935673,0,0
13,11,Male,0.5,0.498538012,0.166666667,0.165935673,0.5,0.498538012,0.388888889,0.38531746,0.833333333,0.834064327,0.333333333,0.334064327,0,0
14,11,Male,0.166666667,0.165935673,0.6,0.498538012,0.428571429,0.498538012,0.388888889,0.388972431,0.833333333,0.832602339,0.333333333,0.332602339,0,0
15,11,Female,0.333333333,0.332602339,0.5,0.498538012,0.5,0.499269006,0.444444444,0.445342523,0.666666667,0.665935673,0.666666667,0.666666667,0,0
16,11,Male,0.166666667,0.165935673,0,0,0.5,0.498538012,0.222222222,0.218650794,0.5,0.500730994,0.166666667,0.166666667,0,0
17,11,Female,0.333333333,0.331871345,0.333333333,0.331871345,0,0,0.222222222,0.223684211,0.666666667,0.666666667,0,0,0,0
19,11,Female,0,0,0.333333333,0.331871345,0.333333333,0.331871345,0.222222222,0.222222222,0.666666667,0.665204678,0,0,0,0
20,11,Female,0.333333333,0.331871345,0.2,0.165935673,0.428571429,0.498538012,0.333333333,0.330492899,0.833333333,0.834064327,0.166666667,0.166666667,0,0
21,11,Male,0.333333333,0.333333333,0.333333333,0.334064327,0.833333333,0.832602339,0.5,0.495927318,0.333333333,0.333333333,0.833333333,0.834064327,0.333333333,0.332602339
22,11,Female,0.166666667,0.166666667,0.333333333,0.331871345,0.5,0.498538012,0.333333333,0.332685881,0.666666667,0.665204678,0.333333333,0.334064327,0,0
23,11,Female,0,0,0.285714286,0.221247563,0.2,0.331871345,0.166666667,0.184210526,0.5,0.554580897,0,0,0,0
24,11,Female,0.166666667,0.166666667,0.5,0.498538012,0.5,0.499269006,0.388888889,0.39122807,0.666666667,0.665204678,0.333333333,0.333333333,0.166666667,0.166666667
25,11,Female,0.5,0.5,0.5,0.498538012,0.666666667,0.665935673,0.555555556,0.559440267,0.833333333,0.832602339,0.5,0.5,0.333333333,0.334064327
26,11,Male,0.5,0.498538012,0,0,0.5,0.498538012,0.333333333,0.328299916,0.666666667,0.668128655,0.333333333,0.334064327,0,0
27,11,Male,0.333333333,0.498538012,0.666666667,0.665204678,0.5,0.498538012,0.5,0.554908104,1,1,0.666666667,0.665935673,0,0
29,11,Male,0.666666667,0.665204678,0.333333333,0.332602339,0.333333333,0.331871345,0.444444444,0.440789474,0.833333333,0.834064327,0.5,0.500730994,0,0
30,11,Male,0.166666667,0.165935673,0.6,0.665204678,0.428571429,0.442982456,0.388888889,0.426712615,0.833333333,0.832602339,0.333333333,0.442982456,0,0
31,11,Male,0.166666667,0.166666667,0.166666667,0.165935673,0.333333333,0.331871345,0.222222222,0.22002924,0.5,0.499269006,0.166666667,0.167397661,0,0
32,11,Female,0.333333333,0.332602339,0,0,0.333333333,0.331871345,0.222222222,0.217836257,0.5,0.500730994,0.166666667,0.167397661,0,0
35,11,Female,0,0,0,0,0.166666667,0.165935673,0.055555556,0.054093567,0.166666667,0.166666667,0,0,0,0
36,11,Male,0.333333333,0.333333333,0.333333333,0.331871345,0.333333333,0.331871345,0.333333333,0.334795322,0.833333333,0.832602339,0,0,0.166666667,0.167397661
37,11,Male,0,0,0,0,0.333333333,0.331871345,0.111111111,0.108187135,0.333333333,0.333333333,0,0,0,0
39,11,Female,0,0,0.6,0.498538012,0.5,0.498538012,0.333333333,0.33414787,0.666666667,0.665204678,0.333333333,0.332602339,0,0
40,11,Female,0.166666667,0.165935673,0.142857143,0.110623782,0.4,0.498538012,0.222222222,0.25666249,0.5,0.611354776,0.166666667,0.166666667,0,0
45,11,Female,0,0,0.333333333,0.332602339,0.333333333,0.333333333,0.222222222,0.224582289,0.166666667,0.165935673,0.5,0.499269006,0,0
47,11,Male,0.333333333,0.331871345,0.166666667,0.165935673,0.333333333,0.331871345,0.277777778,0.274853801,0.833333333,0.834064327,0,0,0,0
48,11,Male,0.666666667,0.665204678,0.333333333,0.332602339,0.166666667,0.165935673,0.388888889,0.386695906,0.666666667,0.667397661,0.5,0.500730994,0,0
3,12,Male,0,0,0.333333333,0.332330827,0.333333333,0.332330827,0.222222222,0.222556391,0.666666667,0.670676692,0,0,0,0
5,12,Female,0,0,0.333333333,0.333834586,0.166666667,0.167669173,0.166666667,0.169924812,0.166666667,0.169924812,0.333333333,0.335338346,0,0
6,12,Male,0.5,0.5,0.333333333,0.332330827,0.5,0.5,0.444444444,0.442857143,1,1.001503759,0.333333333,0.330827068,0,0
7,12,Male,0.5,0.501503759,0.6,0.5,0.285714286,0.333834586,0.444444444,0.445864662,0.666666667,0.670676692,0.666666667,0.666165414,0,0
8,12,Male,0.166666667,0.166165414,0.5,0.501503759,0.333333333,0.332330827,0.333333333,0.334586466,0.666666667,0.666165414,0.333333333,0.339849624,0,0
9,12,Male,0.5,0.501503759,0.5,0.5,0.5,0.5,0.5,0.5,0.833333333,0.836090226,0.666666667,0.666165414,0,0
10,12,Male,0.166666667,0.166165414,0.333333333,0.333834586,0.333333333,0.332330827,0.277777778,0.277443609,0.666666667,0.666165414,0.166666667,0.169924812,0,0
11,12,Female,0.166666667,0.166165414,0.333333333,0.333834586,0.333333333,0.332330827,0.277777778,0.277443609,0.666666667,0.666165414,0.166666667,0.169924812,0,0
12,12,Male,0.333333333,0.332330827,0.5,0.5,0.333333333,0.332330827,0.388888889,0.389473684,1,1.001503759,0.166666667,0.169924812,0,0
13,12,Male,0.5,0.5,0.666666667,0.666917293,0.666666667,0.666917293,0.611111111,0.611278195,1,1.001503759,0.5,0.50075188,0.333333333,0.335338346
14,12,Male,0,0,0.5,0.5,0.6,0.666917293,0.333333333,0.390977444,0.5,0.670676692,0.333333333,0.335338346,0.166666667,0.165413534
15,12,Female,0.333333333,0.335338346,0.5,0.5,0.5,0.5,0.444444444,0.445112782,0.666666667,0.670676692,0.666666667,0.666165414,0,0
16,12,Male,0.666666667,0.667669173,0.166666667,0.166165414,0.166666667,0.166165414,0.333333333,0.330827068,0.666666667,0.666165414,0.333333333,0.330827068,0,0
17,12,Female,0.166666667,0.167669173,0.142857143,0.110776942,0.2,0.332330827,0.166666667,0.201253133,0.333333333,0.444110276,0.166666667,0.165413534,0,0
19,12,Female,0.166666667,0.166165414,0.5,0.5,0.333333333,0.333834586,0.333333333,0.336090226,0.666666667,0.670676692,0.333333333,0.335338346,0,0
20,12,Female,0.166666667,0.166165414,0.166666667,0.166165414,0.5,0.5,0.277777778,0.27593985,0.666666667,0.666165414,0.166666667,0.165413534,0,0
21,12,Male,0.166666667,0.166165414,0.5,0.5,0.333333333,0.332330827,0.333333333,0.334586466,0.833333333,0.836090226,0.166666667,0.169924812,0,0
22,12,Female,0.166666667,0.166165414,0.5,0.5,0.333333333,0.332330827,0.333333333,0.334586466,0.833333333,0.836090226,0.166666667,0.169924812,0,0
24,12,Female,0,0,0.166666667,0.166165414,0.5,0.5,0.222222222,0.221052632,0.5,0.50075188,0.166666667,0.165413534,0,0
25,12,Female,0.333333333,0.332330827,0.666666667,0.667669173,0.666666667,0.667669173,0.555555556,0.557894737,1,1.001503759,0.666666667,0.670676692,0,0
26,12,Male,0.5,0.5,0.5,0.5,0.5,0.49924812,0.5,0.5,1,1.001503759,0.333333333,0.335338346,0.166666667,0.165413534
27,12,Male,0.5,0.5,0.428571429,0.5,0.6,0.5,0.5,0.5,1,1.001503759,0.5,0.50075188,0,0
28,12,Female,0.166666667,0.167669173,0.5,0.5,0.666666667,0.667669173,0.444444444,0.445864662,0.666666667,0.670676692,0.666666667,0.666165414,0,0
29,12,Male,0.333333333,0.332330827,0,0,0.333333333,0.332330827,0.222222222,0.218045113,0.666666667,0.661654135,0,0,0,0
30,12,Male,0.166666667,0.166165414,0.333333333,0.332330827,0.333333333,0.333834586,0.277777778,0.278947368,0.666666667,0.670676692,0.166666667,0.165413534,0,0
31,12,Male,0.333333333,0.332330827,0.285714286,0.332330827,0.4,0.332330827,0.333333333,0.332330827,1,1.001503759,0,0,0,0
32,12,Female,0.25,0.332330827,0.5,0.5,0.5,0.5,0.4375,0.445112782,1,1.001503759,0.4,0.335338346,0,0
35,12,Female,0.5,0.5,0.166666667,0.166165414,0,0,0.222222222,0.221804511,0.5,0.50075188,0.166666667,0.165413534,0,0
36,12,Male,0.166666667,0.167669173,0.166666667,0.166165414,0.333333333,0.332330827,0.222222222,0.220300752,0.5,0.50075188,0.166666667,0.165413534,0,0
37,12,Male,0,0,0.285714286,0.278446115,0.142857143,0.166165414,0.166666667,0.149373434,0.333333333,0.278696742,0.142857143,0.169924812,0,0
38,12,Male,0.166666667,0.166165414,0.333333333,0.332330827,0.166666667,0.166165414,0.222222222,0.223308271,0.666666667,0.670676692,0,0,0,0
39,12,Female,0.333333333,0.332330827,0.5,0.501503759,0.666666667,0.666917293,0.5,0.50075188,0.833333333,0.831578947,0.5,0.505263158,0.166666667,0.165413534
40,12,Female,0.166666667,0.166165414,0.166666667,0.166165414,0.333333333,0.332330827,0.222222222,0.220300752,0.666666667,0.666165414,0,0,0,0
43,12,Female,0.166666667,0.166165414,0.285714286,0.332330827,0.5,0.5,0.333333333,0.333082707,0.833333333,0.836090226,0.142857143,0.165413534,0,0
45,12,Female,0.166666667,0.166165414,0.666666667,0.667669173,0.5,0.5,0.444444444,0.447368421,0.833333333,0.836090226,0.5,0.505263158,0,0
47,12,Male,0.166666667,0.166165414,0.333333333,0.332330827,0.5,0.5,0.333333333,0.333082707,0.833333333,0.836090226,0.166666667,0.165413534,0,0
48,12,Male,0.333333333,0.332330827,0.666666667,0.667669173,0.5,0.5,0.5,0.502255639,1,1.001503759,0.5,0.505263158,0,0